,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Emotion
76,Conan Gray,People Watching,People Watching,4JeOesjcWWlprTAvucDSJX,0.53,0.593,5,-7.286,1,0.0545,0.0,0.314,0.538,125.723,158537,4,4
77,Ber,Meant To Be,Meant To Be,0wxGIpOZbDR4RGy1sh3XhR,0.5,0.156,1,-11.472,1,0.0469,0.0,0.125,0.405,173.794,163227,4,4
78,Tate McRae,feel like shit,feel like shit,2EBnvom1dTybtm75a3Xh1T,0.508,0.378,7,-7.158,1,0.0473,0.0,0.119,0.161,144.962,204315,4,4
79,Sleeping At Last,Atlas: II,Touch,4g2WiijzSKzH8PApKDbadN,0.415,0.104,0,-11.83,1,0.0426,3.79e-06,0.104,0.18,82.006,256300,3,4
0,JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,0.464,0.473,1,-10.086,1,0.129,0,0.109,0.604,75.801,208687,4,6
1,j'san,"i'm in love with u, sorry","i'm in love with u, sorry",5p684vIzF5LOkmHL3I0tyM,0.578,0.288,5,-17.204,1,0.0589,0.633,0.125,0.276,94.983,90316,4,6
2,Jeremy Zucker,brent,you were good to me,4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,2,-15.099,1,0.0404,2.62e-05,0.112,0.206,102.128,219147,4,6
3,Joji,Glimpse of Us,Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,8,-9.258,1,0.0531,4.78e-06,0.141,0.268,169.914,233456,3,6
4,Olivia Rodrigo,SOUR,happier,2tGvwE8GcFKwNdAXMnlbfl,0.395,0.443,6,-9.72,1,0.133,9.67e-06,0.0839,0.338,168.924,175933,3,6
5,Billie Eilish,Bored,Bored,04sN26COy28wTXYj3dMoiZ,0.614,0.318,7,-12.695,1,0.0478,0.00239,0.0795,0.112,119.959,180933,4,6
6,Ashe,Ashlyn,Moral of the Story (feat. Niall Horan) - Bonus Track,5v6qYImm5k36GHlFxdEZyv,0.579,0.37,10,-8.9,1,0.0383,0,0.221,0.216,119.799,198515,4,6
7,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,11,-8.284,1,0.029,2.5e-05,0.103,0.389,74.953,197732,4,6
8,Conan Gray,Kid Krow,Heather,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5,-7.301,1,0.0333,0,0.322,0.27,102.078,198040,3,6
9,Duncan Laurence,Arcade,Arcade,1Xi84slp6FryDSCbzq4UCD,0.45,0.329,9,-12.603,0,0.0441,0.00109,0.135,0.266,71.884,183624,3,6
10,Forest Blakk,If You Love Her,If You Love Her,727Z2S2mtNH46CbP9EWPwY,0.286,0.445,6,-8.087,1,0.0347,0,0.114,0.278,50.827,217352,4,6
11,gnash,us,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0,0.101,0.18,92.6,251034,4,6
12,Billie Eilish,lovely (with Khalid),lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0,0.095,0.12,115.284,200186,4,6
13,AURORA,All My Demons Greeting Me As A Friend (Deluxe),Runaway,1v1oIWf2Xgh54kIWuKsDf6,0.422,0.302,11,-9.214,1,0.0372,7.83e-05,0.104,0.123,114.089,248827,4,6
14,Alexander 23,IDK You Yet (Live on Piano),IDK You Yet,0j1Ia2lQWrcXrQZI4AdJlk,0.648,0.308,1,-11.729,1,0.04,0.0774,0.124,0.198,76.997,184638,1,6
15,One Direction,Take Me Home (Expanded Edition),Truly Madly Deeply,5lgqMorcT2crsPWiYlgec1,0.672,0.388,0,-8.009,1,0.0315,0,0.223,0.552,113.051,180067,4,6
16,ZAYN,Mind Of Mine (Deluxe Edition),fOoL fOr YoU,6lvsJDZ7336YmpBzcNGhbe,0.52,0.513,7,-7.208,1,0.0256,0,0.0976,0.17,77.903,202213,4,6
17,Niall Horan,Spotify Singles,"Fool's Gold - Recorded At RAK Studios, London",3AY6H68WNMDzWw9JhPW4Jv,0.575,0.185,6,-11.988,1,0.0337,0,0.107,0.594,128.074,204295,4,6
18,One Direction,Up All Night,More Than This,0UAB340gAcSMk3r0a8PTag,0.498,0.715,0,-4.446,1,0.0315,0,0.274,0.225,151.809,229107,4,6
19,Clinton Kane,I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY,0.422,0.34,0,-6.577,1,0.0351,1.77e-05,0.149,0.223,77.213,204094,4,6
20,Ashe,Till Forever Falls Apart,Till Forever Falls Apart,2769RhOZs0ezRncRW1vryp,0.509,0.498,2,-6.94,1,0.0315,0,0.0674,0.283,99.729,222861,4,6
21,Jenna Raine,see you later (ten years),see you later (ten years),5elofKuRmgZmCVImWT6JtE,0.584,0.454,1,-6.372,1,0.0301,0,0.151,0.253,86.102,188160,4,6
22,Bruno Mars,Doo-Wops & Hooligans,Talking to the Moon,1wVuPmvt6AWvTL5W2GJnzZ,0.498,0.59,1,-4.721,0,0.032,0,0.107,0.0784,145.867,217867,4,6
23,5 Seconds of Summer,Lie To Me (feat. Julia Michaels),Lie To Me (feat. Julia Michaels),6GzApXoBQiiAjak3tOQfV3,0.611,0.52,0,-5.445,1,0.0346,0,0.105,0.771,159.927,149878,4,6
24,Adele,25,Love In The Dark,0DuWDLjriRPjDRoPgaCslY,0.331,0.341,9,-6.057,0,0.0309,0,0.109,0.152,109.821,285935,4,6
25,Jaymes Young,Happiest Year,Happiest Year,5kcvBnt6DPX3AMEsCx1qDh,0.501,0.167,1,-14.061,1,0.0484,0,0.111,0.356,112.275,228443,3,6
26,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),Make It To Me,2uCMaUojwuqr8CRGsLoPa6,0.456,0.379,1,-8.573,1,0.0685,3.1e-06,0.0983,0.225,149.967,162732,4,6
27,Taylor Swift,Speak Now,Enchanted,04S1pkp1VaIqjg8zZqknR5,0.535,0.618,8,-3.913,1,0.0273,0.000388,0.169,0.228,81.975,352200,4,6
28,Alex & Sierra,It's About Us,I Love You,2ELVVIbpucfOqGFC21Q4yR,0.525,0.439,0,-6.596,1,0.0259,0,0.0636,0.238,84.956,229640,4,6
29,Bruno Major,To Let A Good Thing Die,Nothing,2IAR0DziHCjSu16gR4ihvy,0.555,0.27,2,-15.892,1,0.0884,0.536,0.103,0.274,139.691,162797,3,6
30,Alex & Sierra,It's About Us,Little Do You Know,1almCHdsfikRPfVB9VrEdT,0.5,0.292,0,-8.554,1,0.0323,0,0.188,0.37,145.879,185200,4,6
31,Chloe George,ghost town (voice memo),ghost town (voice memo),0PKAijroHpnEtdY20bkGdr,0.471,0.229,8,-6.504,1,0.0358,0,0.0909,0.358,68.41,137250,3,6
32,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0,0.105,0.446,109.891,182161,4,6
33,Suzy,당신이 잠든 사이에 Pt. 4 Original Television Soundtrack,I Love You Boy,5XXJnC5TvcL2QsAZ3Nxgku,0.458,0.384,8,-5.045,1,0.0267,0,0.0985,0.157,148.21,264539,3,6
34,Jeremy Zucker,"summer,",comethru,18uwL0vNUanqZH0ro2QcOP,0.795,0.178,0,-11.991,1,0.0574,0,0.623,0.608,93.982,181613,4,6
35,Justin Bieber,Lonely (with benny blanco),Lonely (with benny blanco),4y4spB9m0Q6026KfkAvy9Q,0.631,0.239,11,-7.071,0,0.0398,0,0.116,0.0927,79.859,149297,4,6
36,Adele,25,All I Ask,6HbI4e2Y2f6HYVV6r04M4W,0.592,0.28,4,-5.494,1,0.0283,0,0.124,0.348,141.899,271800,4,6
37,James Arthur,Back from the Edge,Train Wreck,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,6,-5.726,0,0.0365,0,0.0726,0.225,77.355,208827,4,6
38,Paravi,Cloud 9,Cloud 9,0Qj4YyHTtV01Fvfl2fibea,0.53,0.268,0,-9.799,1,0.0332,0,0.0936,0.338,113.715,142000,4,6
39,Jeremy Zucker,brent ii,this is how you fall in love,1aEsTgCsv8nOjEgyEoRCpS,0.441,0.202,7,-12.499,1,0.0381,2.6e-05,0.126,0.269,77.971,174587,4,6
40,Stephanie Poetri,I Love You 3000,I Love You 3000,3znQ9i61vfe2E7URHlOiyc,0.648,0.382,6,-7.85,1,0.0396,0,0.393,0.408,90.099,209734,4,6
41,Jeremy Zucker,love is not dying,"always, i'll care",0rbKrBvZUYY9GN9l057BuY,0.732,0.221,6,-12.623,1,0.056,2.62e-05,0.11,0.677,105.165,146160,4,6
42,Conor Maynard,Crowded Room,Crowded Room,08gruHjc8xpZkn9iBtehPo,0.607,0.381,2,-10.525,1,0.028,0,0.188,0.144,109.903,208364,4,6
43,Justin Bieber,Justice,Anyone,2WnAKZefdRHxtBEkRjFOHC,0.685,0.521,2,-8.285,1,0.0345,3.59e-06,0.111,0.578,115.885,190779,4,6
44,Ed Sheeran,x (Deluxe Edition),Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.000464,0.0986,0.201,107.989,258987,4,6
45,Tom Odell,Long Way Down (Deluxe),Another Love,3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0,0.04,1.65e-05,0.0944,0.131,122.769,244360,4,6
46,Porsche Love,Falling For You / Wish You Well,Falling For You,1u0tGibQi8ZgOSyurqQGBt,0.601,0.492,4,-10.19,0,0.062,0,0.103,0.359,143.801,124212,4,6
47,Jax,Like My Father,Like My Father,5YVmHTAsdWnoanWXB7AwZX,0.492,0.224,5,-8.098,1,0.0493,0,0.142,0.424,93.039,183429,4,6
48,James Arthur,Back from the Edge,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0,0.0902,0.494,85.043,211467,4,6
49,Why Don't We,The Good Times and The Bad Ones,Love Song,2f3uLP1pGemFE8eX15CyNt,0.76,0.719,5,-4.034,1,0.0478,0,0.339,0.726,125.032,151800,4,6
50,AWIN,my home,my home,7hrEbEm2Gyeoc8ecOA88Xh,0.345,0.293,11,-11.477,1,0.0319,0,0.101,0.492,81.778,129000,4,6
51,Harry Styles,Harry Styles,From the Dining Table,1IF5UcqRO42D12vYwceOY6,0.671,0.156,8,-16.288,1,0.0371,0.0518,0.113,0.201,94.08,211960,4,6
52,Harry Styles,Harry Styles,Meet Me in the Hallway,4u9Y4Z9i9VaAbBK7rW1Rha,0.537,0.383,2,-6.528,1,0.0247,0.00025,0.356,0.339,104.252,227200,4,6
53,Harry Styles,Harry Styles,Two Ghosts,4B1rpPmQXwj78wk6aIGwwU,0.386,0.407,6,-7.095,0,0.0268,1.86e-06,0.0999,0.456,69.387,229813,4,6
54,Harry Styles,Fine Line,Falling,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4,-6.502,1,0.0299,1.46e-06,0.089,0.0592,110.011,240133,4,6
55,Harry Styles,Fine Line,Fine Line,6VzcQuzTNTMFnJ6rBSaLH9,0.306,0.347,2,-8.5,1,0.0334,0.00013,0.0485,0.0511,120.996,377960,4,6
56,Niall Horan,Heartbreak Weather,Black And White,7rpNuuoMbid56XkDsx2FjE,0.443,0.582,2,-6.02,1,0.0482,0,0.127,0.239,147.589,193090,4,6
57,Niall Horan,Heartbreak Weather,Bend The Rules,5MhKHO4FYmpfDryQX9408O,0.531,0.549,7,-6.204,1,0.0271,1.79e-05,0.177,0.655,144.944,234488,4,6
58,Niall Horan,Heartbreak Weather,Put A Little Love On Me,7LyBwug9tJgbaEzRCqtY78,0.589,0.471,10,-4.908,1,0.0262,0,0.105,0.262,95.972,224586,4,6
59,Niall Horan,Flicker (Deluxe),This Town,0qvzXomUDJVaUboy2wMfiS,0.677,0.401,9,-8.467,1,0.0308,0,0.116,0.195,111.825,232852,4,6
60,Niall Horan,Flicker (Deluxe),Too Much To Ask,39jXnbACjiaiTwwhsr5sY5,0.443,0.533,0,-6.548,1,0.0396,0,0.128,0.201,77.344,223044,4,6
61,Troye Sivan,Strawberries & Cigarettes,Strawberries & Cigarettes,3afkJSKX0EAMsJXTZnDXXJ,0.578,0.537,9,-8.676,1,0.0832,0,0.076,0.25,83.909,201539,4,6
62,Katherine Li,Happening Again,Happening Again,1XYb7j151Uoan1RVDpt9F4,0.653,0.705,0,-6.334,1,0.03,1.21e-06,0.549,0.85,148.928,173952,4,6
63,Haley Reinhart,Can't Help Falling in Love,Can't Help Falling in Love,0Rm2G83ELwkuEgpHlJcBPn,0.406,0.0307,0,-17.636,1,0.04,0,0.0984,0.245,136.716,173500,4,6
64,Jimmy Brown,i got you,i got you,20gAOYKYQ7aFRVRg6LvrLW,0.769,0.554,1,-6.209,1,0.0684,0.000542,0.106,0.598,115.949,132728,4,6
65,Dikshant,Aankhon Se Batana,Aankhon Se Batana,1ZiReD9pPTttQWwSoYqdyH,0.544,0.307,10,-11.361,1,0.0334,0,0.11,0.335,177.808,221271,4,6
66,Benson Boone,In The Stars,In The Stars,1ei3hzQmrgealgRKFxIcWn,0.362,0.54,10,-6.031,1,0.0528,0,0.139,0.3,78.007,216410,3,6
67,Kodaline,Politics of Living,Brother,65gLJGey4u4KFFqoC5fzFJ,0.519,0.625,10,-5.909,1,0.0482,0,0.121,0.21,120.103,203187,4,6
68,Taylor Swift,This Love (Taylor’s Version),This Love (Taylor’s Version),4d1CG5ei1E2vGbvmgf5KKv,0.47,0.494,4,-8.672,1,0.0349,0,0.0672,0.0524,144.039,250100,4,6
69,Taylor Swift,Fearless (Taylor's Version),The Way I Loved You (Taylor’s Version),22bPsP2jCgbLUvh82U0Z3M,0.402,0.732,5,-4.665,1,0.0484,0,0.108,0.472,161.032,243137,4,6
70,Taylor Swift,folklore,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,6,-8.426,1,0.0287,5.62e-05,0.11,0.152,75.602,285634,4,6
71,One Direction,Made In The A.M. (Deluxe Edition),If I Could Fly,5CRVwXGikmqzoRO6q7FeAg,0.565,0.245,5,-9.132,1,0.0262,0,0.0998,0.307,75.055,230320,4,6
72,Harry Styles,Harry's House,Matilda,6uvh0In7u1Xn4HgxOfAn8O,0.507,0.294,2,-10.0,1,0.04,1.97e-05,0.0966,0.386,114.199,245964,4,6
73,Harry Styles,Harry's House,Little Freak,3i058E8uxTsYqJ5NWZzqSj,0.559,0.535,3,-7.723,1,0.039,0.000143,0.0954,0.402,141.96,202183,4,6
74,Harry Styles,Harry's House,Love Of My Life,1mw0RgNXIpYRyyCdBQbLgA,0.555,0.536,7,-8.233,1,0.0452,0,0.0623,0.203,118.057,191638,4,6
75,Jenna Raine,NOT AGAIN,NOT AGAIN,6HXvariUkMlkUgg9qzLTc2,0.486,0.542,6,-6.236,1,0.0884,0,0.0856,0.416,100.036,216661,4,6
76,Jenna Raine,see you later,2%,4fV8zuE5GmRCjzl8b3JUgg,0.648,0.54,2,-5.338,1,0.0318,0,0.0661,0.358,106.08,207741,4,6
77,Tate McRae,all the things i never said,that way,7l97ElWmIdVHWUaOeeU5ZC,0.453,0.383,0,-11.015,1,0.163,0,0.387,0.333,105.029,175027,4,6
78,Dean Lewis,Be Alright,Be Alright,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0,0.0813,0.443,126.684,196373,4,6
79,Brent Morgan,Gonna Be Okay,Gonna Be Okay,2zZuQRgs9xNBXwdZUFEGE6,0.609,0.506,11,-8.902,1,0.0292,0,0.102,0.364,77.427,210165,4,6
80,Jenna Raine,see you later (ten years),see you later (ten years),7FKkswFflI5Txc3Y4gH0IB,0.576,0.467,1,-6.435,1,0.0305,0,0.13,0.234,86.011,188160,4,6
81,Jenna Raine,Fumbled the Bag,Fumbled the Bag,4hOEcvPoY9WYdvZk5T5O1T,0.581,0.504,4,-6.843,1,0.107,0,0.109,0.367,174.094,189637,4,6
82,Billie Eilish,Guitar Songs,The 30th,5SHpuW2qjkQtFRpE6P9Nks,0.387,0.135,7,-14.398,1,0.051,0,0.0948,0.21,82.987,216448,4,6
83,Dean Lewis,How Do I Say Goodbye,How Do I Say Goodbye,5hnGrTBaEsdukpDF6aZg8a,0.4,0.641,8,-6.303,1,0.0674,0,0.0656,0.393,81.552,163603,4,6
84,Stephen Sanchez,Until I Found You (Em Beihold Version),Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10,-5.339,1,0.0286,0,0.202,0.342,101.19,176440,3,6
85,Brielle Von Hugel,The One That Got Away,The One That Got Away,1tg28JiXBuaUj5bZ8Ppuum,0.281,0.139,4,-8.97,1,0.0421,0,0.099,0.0467,63.473,247696,4,6
86,Ali Gatie,YOU,It's You,5DqdesEfbRyOlSS3Tf6c29,0.732,0.463,11,-6.972,0,0.0287,0,0.194,0.397,95.971,212607,4,6
87,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,3.97e-05,0.0897,0.198,82.642,196077,4,6
88,Arctic Monkeys,AM,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,0.464,0.417,0,-9.345,0,0.0256,0.022,0.0974,0.479,67.528,183956,4,6
89,Chloe Adams,She Used To Be Mine,She Used To Be Mine,07gyVGp0WrpBrtY6UKFVW4,0.582,0.312,5,-13.629,1,0.0287,3.98e-05,0.0501,0.457,149.91,162892,3,6
90,Dove Cameron,We Go Down Together (with Khalid),We Go Down Together (with Khalid),2Y67qsABsPKMrvCxPCzL6r,0.494,0.348,9,-9.791,0,0.03,1.07e-05,0.0859,0.134,104.923,184963,3,6
91,Astrid S,Leave It Beautiful (Complete),Hurts So Good,46u5B2WN4wryYLZuMAOmI4,0.672,0.625,7,-5.068,0,0.0468,0,0.0934,0.423,120.038,208729,4,6
92,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),Before You Go,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.858,1,0.0573,0,0.0885,0.183,111.881,215107,4,6
93,ZAYN,Nobody Is Listening,Tightrope,44ngiCPfS8FfdJOqN0eULl,0.644,0.48,4,-8.347,1,0.0328,0.0173,0.0911,0.449,96.953,204747,4,6
94,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Forever,12OLyHDxt6dqlAybSPFBK3,0.646,0.355,1,-7.119,1,0.0263,0,0.115,0.364,84.988,210863,4,6
95,Keane,Hopes And Fears,Somewhere Only We Know,1SKPmfSYaPsETbRHaiA18G,0.448,0.665,9,-4.203,1,0.026,2.55e-05,0.0828,0.304,172.004,237147,4,6
96,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),Carried Away (Love To Love) (with Madison Beer),4IvuPZogXbY7LODs7qzr0W,0.518,0.683,1,-5.295,1,0.0364,0,0.311,0.304,141.971,182654,4,6
97,d4vd,Here With Me,Here With Me,78Sw5GDo6AlGwTwanjXbGh,0.574,0.469,4,-8.209,1,0.0254,9.21e-05,0.128,0.288,132.023,242485,4,6
0,Modest Mouse,The Lonesome Crowded West,Shit Luck,3b1UyW9VxSymsahmyL3qCD,0.301,0.944,11,-2.033,0,0.0555,0.643,0.557,0.597,166.126,142640,4,0
1,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,1,-4.556,1,0.0564,0.000173,0.106,0.72,116.761,301920,4,0
2,Taking Back Sunday,Tell All Your Friends (Re-Issue),You Know How I Do,2OOM9QIzL3xwS0ODsjxUV4,0.212,0.853,9,-4.781,1,0.0534,0.0,0.0854,0.308,85.212,201080,4,0
3,Green Day,Dookie,Basket Case,6L89mwZXSOwYl76YXfX13s,0.442,0.943,3,-3.205,1,0.0602,8.71e-06,0.091,0.781,85.064,181533,4,0
4,Say Anything,...Is A Real Boy,The Futile,6Ng8VpVdgIVmJw4HY4eId9,0.312,0.936,4,-4.043,1,0.286,0.0,0.192,0.64,185.64,163027,3,0
5,AWOLNATION,Megalithic Symphony Deluxe,Sail,5xhQChGGhKLWqBqX4XhtYE,0.825,0.435,1,-9.582,1,0.0568,0.609,0.0953,0.243,119.038,259102,4,0
6,Limp Bizkit,Greatest Hitz,Break Stuff,2YC6ET3q1F29B0V7UcPV70,0.427,0.908,8,-5.399,1,0.165,6.12e-05,0.0475,0.617,108.681,166653,4,0
7,Three Days Grace,Three Days Grace (Expanded Edition),I Hate Everything About You,6rUp7v3l8yC4TKxAAR5Bmx,0.498,0.83,6,-5.157,0,0.0421,0.0,0.139,0.453,89.342,231480,4,0
8,Drake,Nothing Was The Same (Deluxe),Worst Behavior,6oF3Es1YzzmLKjGBfThUvD,0.779,0.799,9,-6.359,1,0.15,0.0,0.209,0.414,109.944,270187,4,0
9,Brand New,Your Favorite Weapon,Seventy Times 7,78HsNTKVNADOaGxS41OSW7,0.534,0.75,8,-5.77,1,0.0789,8.5e-05,0.302,0.417,91.358,212613,4,0
10,Black Flag,Nervous Breakdown,I've Had It,5b0kcwMjAES1SKEHBxQHAJ,0.364,0.776,2,-11.74,1,0.0575,0.0,0.378,0.446,90.537,85867,4,0
11,Pixies,Come On Pilgrim,I've Been Tired,2RYe8B8dEfsqzwQYFaKNfD,0.6,0.625,7,-12.089,1,0.032,6.05e-05,0.373,0.753,148.204,180707,4,0
12,Alanis Morissette,The Collection (Standard Edition),You Oughta Know,17ZAZ24Eyh5fKqQ06u4R3d,0.641,0.861,4,-6.9,1,0.0697,0.0,0.868,0.473,105.316,249760,4,0
13,David Bowie,Lodger (1999 Remaster),Look Back in Anger - 1999 Remaster,5HKi6OsSg3qngxfuZeLmyX,0.391,0.836,9,-8.688,1,0.0511,0.00681,0.167,0.535,129.218,186973,4,0
14,Papa Roach,Infest,Last Resort,5eek2X5459T1HoYJk2CKXv,0.581,0.887,4,-3.659,0,0.0624,0.00111,0.268,0.724,90.578,199893,4,0
15,Pat Benatar,Synchronistic Wanderings,Hit Me With Your Best Shot - 1999 Digital Remaster,7nrtHjt4Vk4Z5jMHOwaS8F,0.715,0.702,4,-6.055,1,0.0296,7.73e-06,0.255,0.954,127.446,171293,4,0
16,Various Artists,The Departed (Music from the Motion Picture),I'm Shipping Up To Boston,6Wze1mFZVcT3fj8hTKnBSz,0.463,0.878,2,-5.252,1,0.0779,0.000638,0.294,0.56,129.373,154120,4,0
17,Kanye West,Yeezus,Black Skinhead,722tgOgdIbNe3BEyLnejw4,0.766,0.809,1,-6.123,1,0.279,0.0,0.168,0.325,130.127,188013,4,0
18,Various Artists,Play New Rose For Me,I Fought The Law,2LWJJNFtrg6PytOdAGrxQB,0.258,0.856,7,-10.059,1,0.0678,2.56e-05,0.377,0.379,180.49,141067,4,0
19,Franz Ferdinand,Franz Ferdinand,Take Me Out,6ooluO7DiEhI1zmK94nRCM,0.278,0.676,9,-8.821,1,0.0371,0.000899,0.136,0.494,104.545,237027,4,0
20,The Beatles,The Beatles 1967 - 1970 (Remastered),Revolution - Remastered 2009,3UDmHZcBTQp8Iu8droNtUl,0.407,0.834,6,-9.224,1,0.208,0.00021,0.241,0.71,121.38,205293,4,0
21,Lil Wayne,Rebirth,Drop The World,3e21cX0CVwzkQXiHz7WUQZ,0.663,0.91,1,-1.629,1,0.317,0.0,0.244,0.342,144.993,229227,4,0
22,P!nk,Can't Take Me Home,You Make Me Sick - Radio Mix,6z8WLLLb2kaWRXXF1WmicO,0.776,0.695,11,-6.277,0,0.173,2.71e-06,0.341,0.644,100.524,247627,4,0
23,Ween,God Ween Satan: The Oneness (Anniversary Edition),You Fucked Up,0gnvI2vSWIacE3hgLbuWtn,0.347,0.996,4,-4.026,1,0.0827,0.0,0.0451,0.237,122.463,97933,4,0
24,Linkin Park,Hybrid Theory (Bonus Edition),In the End,60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,3,-5.87,0,0.0584,0.0,0.209,0.4,105.143,216880,4,0
25,Of Mice & Men,Restoring Force: Full Circle,You Make Me Sick,4PzzPMbvYYDUMGHiZU5Uwp,0.564,0.897,2,-4.941,0,0.051,0.000444,0.169,0.336,109.036,201587,4,0
26,DMX,The Best Of DMX,Party Up,4Ew4HyNmZkSH91EPzjuTu4,0.49,0.927,11,-3.826,1,0.34,0.0,0.0833,0.495,201.83,274053,4,0
27,JAY-Z,Watch The Throne (Deluxe),Who Gon Stop Me,3U9yv46nVSn3PkLsVcNIcA,0.594,0.73,0,-4.638,0,0.159,0.000164,0.715,0.378,133.88,256707,4,0
28,Thirty Seconds To Mars,A Beautiful Lie,The Kill,0lP4HYLmvowOKdsQ7CVkuq,0.179,0.912,4,-3.881,0,0.0791,0.000294,0.582,0.289,182.99,231533,3,0
29,Taking Back Sunday,Tell All Your Friends (Re-Issue),There's No 'I' In Team,2jB5zEq75RfO5MvRqsxXYT,0.376,0.862,11,-4.363,0,0.0961,0.0,0.308,0.655,83.347,228533,4,0
30,Metallica,Metallica,Enter Sandman,1hKdDCpiI9mqz1jVHRKG0E,0.579,0.824,6,-8.71,0,0.03,0.00903,0.059,0.635,123.331,331573,4,0
31,Eminem,The Marshall Mathers LP,The Way I Am,23wfXwnsPZYe5A1xXRHb3J,0.785,0.871,4,-2.692,0,0.265,0.0,0.309,0.315,87.248,290427,4,0
32,Descendents,Everything Sucks,Everything Sux,0LDAMbrDwcMlH94AG9VYwW,0.374,0.997,4,-5.902,1,0.0725,0.0,0.405,0.332,104.523,90200,4,0
33,Avril Lavigne,Let Go,Complicated,5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,7.74e-06,0.3,0.427,77.987,244507,4,0
0,Elton John,Cold Heart (PNAU Remix),Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,4.19e-05,0.0952,0.942,116.032,202735,4,3
1,Eliza Rose,B.O.T.A. (Baddest Of Them All),B.O.T.A. (Baddest Of Them All) - Edit,39JofJHEtg8I4fSyo7Imft,0.736,0.906,0,-7.589,1,0.048,0.585,0.106,0.698,137.001,226627,4,3
2,Alesso,Words (feat. Zara Larsson),Words (feat. Zara Larsson),1bgKMxPQU7JIZEhNsM1vFs,0.739,0.586,10,-5.079,0,0.0472,0.000252,0.308,0.444,124.026,142677,4,3
3,Alok,Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),7MIhUdNJtaOnDmC5nBC1fb,0.687,0.818,0,-4.221,1,0.0778,0.0,0.248,0.886,125.952,165753,4,3
4,LF SYSTEM,Afraid To Feel,Afraid To Feel,40SBS57su9xLiE1WqkXOVr,0.578,0.912,1,-3.929,1,0.114,0.00362,0.273,0.68,127.87,177525,4,3
5,Nathan Dawe,21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),1RF02Cf80mTaeNXG2P2boR,0.621,0.785,6,-4.499,1,0.11,5.92e-06,0.0512,0.779,123.96,155253,4,3
6,Jax Jones,Where Did You Go (feat. MNEK),Where Did You Go? (feat. MNEK),3sa06xVNmLLYIxdNNmVQN8,0.763,0.782,7,-4.541,0,0.0346,7.08e-06,0.293,0.502,127.034,177689,4,3
7,Disco Lines,Baby Girl,Baby Girl,2cSdAkzAf2T4j4aLvx4LLz,0.73,0.907,2,-3.72,1,0.0606,0.114,0.23,0.249,120.968,111074,4,3
8,Swedish House Mafia,Paradise Again,Heaven Takes You Home (feat. Connie Constance),3nEHrvNNtgLv9rneTAYVr4,0.665,0.738,0,-5.931,0,0.0379,0.00598,0.0923,0.0389,125.037,214071,4,3
